Region,Category,State,Brand,Store,Order Type,Payment Method,Time,Total Orders,Gross Sales,Discount Amount,Disc Percent,Net Sales,COGS,Gross Margin Amount,Gross Margin %,Net Margin Amount,Net Margin %,Avg Order to Req Days,Avg Order to Delivery Days,Avg Order Value
South,Clothing,Karnataka,Van Heusen,Bengaluru,Contact Center,Credit Card,Feb-2012,1.0,1499.0,179.88,12.0,1319.0,1049.3,449.7,30.0,269.8,20.45489006823351,1.0,9.0,1499.0
South,Clothing,Karnataka,Van Heusen,Bengaluru,Contact Center,Credit Card,Dec-2012,1.0,1399.0,167.88,12.0,1231.0,979.3,419.7,30.0,251.8,20.454914703493095,7.0,13.0,1399.0
South,Clothing,Karnataka,Van Heusen,Bengaluru,Contact Center,Gift Coupons,Sep-2012,1.0,1399.0,293.79,21.0,1105.0,1231.1,167.9,12.001429592566119,-125.9,-11.393665158371041,1.0,3.0,1399.0
South,Clothing,Karnataka,Van Heusen,Bengaluru,Others,Credit Card,Sep-2012,1.0,1799.0,89.95,5.0,1709.0,1475.2,323.8,17.998888271261812,233.9,13.68636629607958,5.0,7.0,1799.0
South,Clothing,Karnataka,Van Heusen,Bengaluru,Website,Credit Card,Feb-2012,1.0,1999.0,239.88,12.0,1759.0,1799.1,199.9,10.0,-40.0,-2.274019329164298,9.0,11.0,1999.0
South,Clothing,Karnataka,Van Heusen,Bengaluru,Website,Credit Card,Jun-2012,1.0,1699.0,356.79,21.0,1342.0,1104.4,594.7,35.002942907592704,237.9,17.727272727272727,9.0,13.0,1699.0
South,Clothing,Karnataka,Van Heusen,Hubli,Website,Credit Card EMI,Apr-2012,1.0,4198.0,1007.52,24.0,3190.0,2938.6,1259.4,30.000000000000004,251.9,7.8965517241379315,10.0,15.0,4198.0
South,Clothing,Karnataka,Van Heusen,Udupi,Website,Cash on Delivery,Jul-2012,1.0,1899.0,379.8,20.0,1519.0,1139.4,759.6,40.0,379.8,25.00329163923634,9.0,12.0,1899.0
South,Clothing,Karnataka,Wrangler,Bengaluru,Catalogue,Credit Card,Apr-2012,1.0,2095.0,167.6,8.0,1927.0,1780.8,314.3,15.00238663484487,146.7,7.612869745718734,5.0,5.0,2095.0
South,Clothing,Karnataka,Wrangler,Bengaluru,Contact Center,Cash on Delivery,Nov-2012,1.0,4990.0,598.8,12.0,4391.0,3493.0,1497.0,30.0,898.2,20.45547711227511,7.0,10.0,4990.0
South,Clothing,Karnataka,Wrangler,Bengaluru,Contact Center,Gift Coupons,Jun-2012,1.0,2345.0,492.45,21.0,1853.0,1758.8,586.3,25.002132196162048,93.8,5.062061521856449,6.0,9.0,2345.0
South,Clothing,Karnataka,Wrangler,Bengaluru,Website,Cash on Delivery,Jul-2012,1.0,1950.0,409.5,21.0,1541.0,1072.5,877.5,45.0,468.0,30.36988968202466,7.0,9.0,1950.0
South,Clothing,Karnataka,Wrangler,Bengaluru,Website,Gift Coupons,Aug-2012,1.0,1645.0,246.75,15.0,1398.0,1233.8,411.3,25.00303951367781,164.5,11.766809728183118,10.0,11.0,1645.0
South,Clothing,Karnataka,Wrangler,Bengaluru,Website,Net Banking,May-2012,1.0,3225.0,677.25,21.0,2548.0,2838.0,387.0,12.0,-290.3,-11.393249607535322,7.0,8.0,3225.0
South,Clothing,Karnataka,Wrangler,Hubli,Website,Credit Card,Mar-2012,1.0,2095.0,523.75,25.0,1571.0,1927.4,167.6,8.0,-356.2,-22.673456397199235,1.0,4.0,2095.0
South,Clothing,Karnataka,Wrangler,Udupi,Website,Credit Card,Jun-2012,1.0,1721.0,258.15,15.0,1463.0,946.6,774.5,45.00290528762348,516.3,35.2904989747095,7.0,8.0,1721.0
South,Clothing,Karnataka,Wrangler,Udupi,Website,Gift Coupons,Feb-2012,1.0,1950.0,409.5,21.0,1541.0,1072.5,877.5,45.0,468.0,30.36988968202466,1.0,2.0,1950.0
South,Clothing,Kerala,Adidas,Cochin,Catalogue,Cash on Delivery,Aug-2012,1.0,1119.0,89.52,8.0,1029.0,671.4,447.6,40.0,358.1,34.800777453838684,4.0,6.0,1119.0
South,Clothing,Kerala,Adidas,Thiruvananthapuram,Catalogue,Debit Card,Nov-2012,1.0,2098.0,293.72,14.000000000000002,1804.0,1153.9,944.1,45.0,650.4,36.05321507760532,10.0,16.0,2098.0
South,Clothing,Kerala,Allen Solly,Cochin,Catalogue,Debit Card,Mar-2012,1.0,645.0,77.4,12.0,568.0,451.5,193.5,30.0,116.1,20.44014084507042,2.0,11.0,645.0
South,Clothing,Kerala,Allen Solly,Thiruvananthapuram,Catalogue,Debit Card,Nov-2012,1.0,859.0,103.08,12.0,756.0,515.4,343.6,40.0,240.5,31.812169312169313,4.0,7.0,859.0
South,Clothing,Kerala,Allen Solly,Thiruvananthapuram,Catalogue,Net Banking,Aug-2012,1.0,1150.0,368.0,32.0,782.0,977.5,172.5,15.0,-195.5,-25.0,1.0,4.0,1150.0
South,Clothing,Kerala,Allen Solly,Thiruvananthapuram,Website,Cash on Delivery,Mar-2012,1.0,859.0,180.39,21.0,679.0,558.4,300.7,35.005820721769496,120.3,17.717231222385863,4.0,5.0,859.0
South,Clothing,Kerala,Anahi,Cochin,Others,Cash on Delivery,Sep-2012,1.0,1025.0,235.75,23.0,789.0,891.8,133.3,13.004878048780489,-102.5,-12.991128010139416,4.0,5.0,1025.0
South,Clothing,Kerala,Anahi,Cochin,Website,Credit Card EMI,Apr-2012,1.0,799.0,167.79,21.0,631.0,679.2,119.9,15.006257822277849,-47.9,-7.591125198098257,7.0,12.0,799.0
South,Clothing,Kerala,Anahi,Cochin,Website,Net Banking,Dec-2012,1.0,1599.0,207.87,13.0,1391.0,1407.1,191.9,12.001250781738587,-16.0,-1.1502516175413373,7.0,16.0,1599.0
South,Clothing,Kerala,Anahi,Thiruvananthapuram,Contact Center,Credit Card EMI,May-2012,1.0,799.0,255.68,32.0,543.0,559.3,239.7,30.0,-16.0,-2.9465930018416207,10.0,11.0,799.0
South,Clothing,Kerala,AND,Cochin,Website,Cash on Delivery,Jan-2012,1.0,1425.0,299.25,21.0,1126.0,997.5,427.5,30.0,128.3,11.394316163410304,9.0,10.0,1425.0
South,Clothing,Kerala,AND,Thiruvananthapuram,Website,Credit Card EMI,Dec-2012,1.0,1425.0,171.0,12.0,1254.0,997.5,427.5,30.0,256.5,20.454545454545457,9.0,12.0,1425.0
South,Clothing,Kerala,AND,Thiruvananthapuram,Website,Debit Card,Aug-2012,1.0,2098.0,482.54,23.0,1615.0,1363.7,734.3,35.0,251.8,15.591331269349846,6.0,8.0,2098.0
South,Clothing,Kerala,Aneri,Cochin,Website,Cash on Delivery,Jul-2012,1.0,850.0,195.5,23.0,655.0,748.0,102.0,12.0,-93.5,-14.274809160305344,5.0,5.0,850.0
South,Clothing,Kerala,Aneri,Thiruvananthapuram,Website,Credit Card,Jul-2012,1.0,1119.0,234.99,21.0,884.0,671.4,447.6,40.0,212.6,24.04977375565611,4.0,4.0,1119.0
South,Clothing,Kerala,Ayaany,Cochin,Contact Center,Credit Card,Jun-2012,1.0,1099.0,131.88,12.0,967.0,769.3,329.7,30.0,197.8,20.45501551189245,9.0,15.0,1099.0
South,Clothing,Kerala,Ayaany,Thiruvananthapuram,Contact Center,Cash on Delivery,Oct-2012,1.0,799.0,95.88,12.0,703.0,559.3,239.7,30.0,143.8,20.455192034139404,1.0,10.0,799.0
South,Clothing,Kerala,Ayaany,Thiruvananthapuram,Others,Credit Card,Nov-2012,1.0,799.0,47.94,6.0,751.0,439.5,359.6,45.00625782227785,311.6,41.491344873502,7.0,7.0,799.0
South,Clothing,Kerala,Biba,Cochin,Website,Cash on Delivery,Jun-2012,1.0,1559.0,187.08,12.0,1372.0,1091.3,467.7,30.0,280.6,20.45189504373178,7.0,7.0,1559.0
South,Clothing,Kerala,Biba,Thiruvananthapuram,Contact Center,Cash on Delivery,Feb-2012,1.0,1559.0,389.75,25.0,1169.0,1091.3,467.7,30.0,78.0,6.672369546621043,4.0,9.0,1559.0
South,Clothing,Kerala,Deal Jeans,Thiruvananthapuram,Website,Cash on Delivery,Aug-2012,1.0,598.0,191.36,32.0,407.0,358.8,239.2,40.0,47.8,11.744471744471744,5.0,10.0,598.0
South,Clothing,Kerala,Deal Jeans,Thiruvananthapuram,Website,Debit Card,Apr-2012,1.0,598.0,125.58,21.0,472.0,508.3,89.7,15.0,-35.9,-7.60593220338983,1.0,11.0,598.0
South,Clothing,Kerala,Elle,Thiruvananthapuram,Contact Center,Credit Card EMI,Oct-2012,1.0,909.0,109.08,12.0,800.0,545.4,363.6,40.0,254.5,31.8125,1.0,5.0,909.0
South,Clothing,Kerala,Elle,Thiruvananthapuram,Contact Center,Net Banking,Jul-2012,1.0,1599.0,399.75,25.0,1199.0,1039.4,559.7,35.00312695434647,159.9,13.336113427856548,1.0,2.0,1599.0
South,Clothing,Kerala,Femella,Cochin,Website,Gift Coupons,Apr-2012,1.0,525.0,110.25,21.0,415.0,462.0,63.0,12.0,-47.3,-11.397590361445783,1.0,9.0,525.0
South,Clothing,Kerala,Flying Machine,Cochin,Contact Center,Net Banking,Jul-2012,1.0,1476.0,354.24,24.0,1122.0,1107.0,369.0,25.0,14.8,1.3190730837789661,1.0,4.0,1476.0
South,Clothing,Kerala,Flying Machine,Thiruvananthapuram,Catalogue,Debit Card,Jul-2012,1.0,1158.0,289.5,25.0,869.0,694.8,463.2,40.0,173.7,19.988492520138088,7.0,9.0,1158.0
South,Clothing,Kerala,Flying Machine,Thiruvananthapuram,Contact Center,Credit Card EMI,Aug-2012,1.0,899.0,107.88,12.0,791.0,629.3,269.7,30.0,161.8,20.4551201011378,5.0,10.0,899.0
South,Clothing,Kerala,Flying Machine,Thiruvananthapuram,Contact Center,Gift Coupons,Jan-2012,1.0,849.0,50.94,6.0,798.0,509.4,339.6,40.0,288.7,36.177944862155385,4.0,13.0,849.0
South,Clothing,Kerala,Get Wrapped,Cochin,Catalogue,Credit Card,Oct-2012,1.0,525.0,168.0,32.0,357.0,393.8,131.3,25.00952380952381,-36.8,-10.308123249299719,9.0,12.0,525.0
South,Clothing,Kerala,Highlander,Cochin,Website,Gift Coupons,Nov-2012,1.0,945.0,132.3,14.000000000000002,813.0,661.5,283.5,30.0,151.2,18.597785977859775,4.0,6.0,945.0
South,Clothing,Kerala,Indian Terrain,Thiruvananthapuram,Contact Center,Credit Card,Aug-2012,1.0,1250.0,150.0,12.0,1100.0,875.0,375.0,30.0,225.0,20.454545454545457,4.0,6.0,1250.0
South,Clothing,Kerala,Indian Terrain,Thiruvananthapuram,Contact Center,Gift Coupons,Apr-2012,1.0,899.0,224.75,25.0,674.0,584.4,314.7,35.005561735261395,89.9,13.338278931750743,10.0,14.0,899.0
South,Clothing,Kerala,John Players,Cochin,Contact Center,Debit Card,Oct-2012,1.0,899.0,116.87,13.0,782.0,584.4,314.7,35.005561735261395,197.8,25.294117647058822,3.0,3.0,899.0
South,Clothing,Kerala,John Players,Cochin,Website,Cash on Delivery,Jan-2012,1.0,949.0,199.29,21.0,750.0,664.3,284.7,30.0,85.4,11.386666666666667,5.0,5.0,949.0
South,Clothing,Kerala,John Players,Thiruvananthapuram,Contact Center,Credit Card EMI,Jun-2012,1.0,500.0,55.0,11.0,445.0,275.0,225.0,45.0,170.0,38.20224719101123,5.0,7.0,500.0
South,Clothing,Kerala,John Players,Thiruvananthapuram,Contact Center,Debit Card,Sep-2012,1.0,909.0,109.08,12.0,800.0,772.7,136.4,15.005500550055007,27.3,3.4125,4.0,6.0,909.0
South,Clothing,Kerala,John Players,Thiruvananthapuram,Contact Center,Gift Coupons,Aug-2012,1.0,1538.0,215.32,14.000000000000002,1323.0,922.8,615.2,40.0,399.9,30.22675736961451,9.0,14.0,1538.0
South,Clothing,Kerala,Keona,Cochin,Catalogue,Cash on Delivery,Nov-2012,1.0,934.0,56.04,6.0,878.0,607.1,326.9,35.0,270.9,30.85421412300683,1.0,2.0,934.0
South,Clothing,Kerala,Keona,Cochin,Catalogue,Gift Coupons,Nov-2012,1.0,1868.0,130.76,7.000000000000001,1737.0,1214.2,653.8,35.0,523.0,30.109383995394357,9.0,14.0,1868.0
South,Clothing,Kerala,Keona,Thiruvananthapuram,Contact Center,Gift Coupons,Sep-2012,1.0,629.0,132.09,21.0,497.0,528.4,100.6,15.993640699523052,-31.5,-6.338028169014084,1.0,11.0,629.0
South,Clothing,Kerala,Killer,Thiruvananthapuram,Catalogue,Credit Card,Mar-2012,1.0,1999.0,239.88,12.0,1759.0,1399.3,599.7,30.000000000000004,359.8,20.45480386583286,9.0,9.0,1999.0
South,Clothing,Kerala,Killer,Thiruvananthapuram,Website,Credit Card,Aug-2012,1.0,1099.0,164.85,15.0,934.0,769.3,329.7,30.0,164.9,17.65524625267666,1.0,11.0,1099.0
South,Clothing,Kerala,Lawman,Cochin,Catalogue,Credit Card,Aug-2012,1.0,1595.0,239.25,15.0,1356.0,1276.0,319.0,20.0,79.8,5.884955752212389,1.0,4.0,1595.0
South,Clothing,Kerala,Lawman,Thiruvananthapuram,Website,Net Banking,Dec-2012,1.0,1495.0,209.3,14.000000000000002,1286.0,1046.5,448.5,30.0,239.2,18.60031104199067,5.0,14.0,1495.0
South,Clothing,Kerala,Levi Strauss,Thiruvananthapuram,Catalogue,Cash on Delivery,May-2012,1.0,2079.0,478.17,23.0,1601.0,1704.8,374.2,17.999037999038,-104.0,-6.4959400374765774,7.0,8.0,2079.0
South,Clothing,Kerala,Levi Strauss,Thiruvananthapuram,Catalogue,Credit Card EMI,Nov-2012,1.0,2499.0,674.73,27.0,1824.0,1749.3,749.7,30.000000000000004,75.0,4.111842105263158,1.0,4.0,2499.0
South,Clothing,Kerala,Locomotive,Thiruvananthapuram,Contact Center,Gift Coupons,Jan-2012,1.0,1039.0,218.19,21.0,821.0,779.3,259.8,25.00481231953802,41.6,5.066991473812424,7.0,15.0,1039.0
South,Clothing,Kerala,Mufti,Cochin,Contact Center,Gift Coupons,Mar-2012,1.0,2250.0,540.0,24.0,1710.0,1800.0,450.0,20.0,-90.0,-5.263157894736842,9.0,19.0,2250.0
South,Clothing,Kerala,Mufti,Thiruvananthapuram,Contact Center,Credit Card EMI,Sep-2012,1.0,1864.0,633.76,34.0,1230.0,1714.9,149.1,7.998927038626609,-484.6,-39.39837398373984,7.0,9.0,1864.0
South,Clothing,Kerala,Mufti,Thiruvananthapuram,Contact Center,Debit Card,Jun-2012,1.0,1650.0,231.0,14.000000000000002,1419.0,1072.5,577.5,35.0,346.5,24.418604651162788,1.0,1.0,1650.0
South,Clothing,Kerala,Nihaar,Cochin,Website,Credit Card,Jan-2012,1.0,1444.0,361.0,25.0,1083.0,794.2,649.8,44.99999999999999,288.8,26.666666666666668,1.0,6.0,1444.0
South,Clothing,Kerala,Nihaar,Cochin,Website,Debit Card,Feb-2012,1.0,649.0,136.29,21.0,513.0,421.9,227.2,35.00770416024653,90.9,17.719298245614038,10.0,16.0,649.0
South,Clothing,Kerala,Nihaar,Thiruvananthapuram,Catalogue,Gift Coupons,Feb-2012,1.0,2888.0,606.48,21.0,2282.0,2021.6,866.4,30.0,259.9,11.389132340052585,9.0,15.0,2888.0
South,Clothing,Kerala,Nihaar,Thiruvananthapuram,Catalogue,Gift Coupons,Mar-2012,1.0,945.0,217.35,23.0,728.0,869.4,75.6,7.999999999999999,-141.8,-19.478021978021978,4.0,7.0,945.0
South,Clothing,Kerala,Ninteen,Thiruvananthapuram,Catalogue,Gift Coupons,Mar-2012,1.0,499.0,59.88,12.0,439.0,274.5,224.6,45.01002004008016,164.7,37.51708428246013,4.0,8.0,499.0
South,Clothing,Kerala,Ninteen,Thiruvananthapuram,Contact Center,Credit Card,Dec-2012,1.0,435.0,91.35,21.0,344.0,304.5,130.5,30.0,39.2,11.395348837209303,1.0,1.0,435.0
South,Clothing,Kerala,Pudu Lifestyle,Cochin,Contact Center,Credit Card,Jun-2012,1.0,4390.0,526.8,12.0,3863.0,3073.0,1317.0,30.0,790.2,20.45560445249806,7.0,8.0,4390.0
South,Clothing,Kerala,Pudu Lifestyle,Thiruvananthapuram,Website,Cash on Delivery,Dec-2012,1.0,2895.0,376.35,13.0,2519.0,1881.8,1013.3,35.001727115716754,636.9,25.283842794759824,1.0,6.0,2895.0
South,Clothing,Kerala,Reebok,Thiruvananthapuram,Contact Center,Cash on Delivery,Jan-2012,1.0,499.0,104.79,21.0,394.0,324.4,174.7,35.01002004008016,69.9,17.741116751269036,4.0,14.0,499.0
South,Clothing,Kerala,Sports 52 Wear,Thiruvananthapuram,Catalogue,Credit Card,Jul-2012,1.0,990.0,207.9,21.0,782.0,841.5,148.5,15.0,-59.4,-7.595907928388747,4.0,13.0,990.0
South,Clothing,Kerala,U S Polo Assn,Cochin,Contact Center,Gift Coupons,Mar-2012,1.0,2199.0,527.76,24.0,1671.0,1429.4,769.7,35.00227376080037,241.9,14.47636146020347,7.0,10.0,2199.0
South,Clothing,Kerala,U S Polo Assn,Thiruvananthapuram,Catalogue,Gift Coupons,Oct-2012,1.0,1699.0,339.8,20.0,1359.0,1189.3,509.7,30.0,169.9,12.501839587932304,1.0,3.0,1699.0
South,Clothing,Kerala,U S Polo Assn,Thiruvananthapuram,Contact Center,Credit Card,Jul-2012,1.0,1299.0,272.79,21.0,1026.0,1104.2,194.9,15.003849114703618,-77.9,-7.5925925925925934,1.0,4.0,1299.0
South,Clothing,Kerala,U S Polo Assn,Thiruvananthapuram,Others,Credit Card,Aug-2012,1.0,1899.0,227.88,12.0,1671.0,1329.3,569.7,30.000000000000004,341.8,20.454817474566127,4.0,7.0,1899.0
South,Clothing,Kerala,Wrangler,Cochin,Contact Center,Credit Card EMI,Sep-2012,1.0,2095.0,251.4,12.0,1844.0,1780.8,314.3,15.00238663484487,62.9,3.4110629067245117,1.0,4.0,2095.0
South,Clothing,Kerala,Wrangler,Thiruvananthapuram,Catalogue,Gift Coupons,Jan-2012,1.0,4690.0,984.9,21.0,3705.0,3517.5,1172.5,25.0,187.6,5.063427800269905,7.0,8.0,4690.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Catalogue,Credit Card EMI,Apr-2012,1.0,899.0,188.79,21.0,710.0,629.3,269.7,30.0,80.9,11.3943661971831,4.0,4.0,899.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Catalogue,Debit Card,Jun-2012,1.0,1599.0,543.66,34.0,1055.0,1119.3,479.7,30.0,-64.0,-6.066350710900474,7.0,10.0,1599.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Catalogue,Debit Card,Aug-2012,1.0,1599.0,191.88,12.0,1407.0,959.4,639.6,40.0,447.7,31.81947405828003,4.0,7.0,1599.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Catalogue,Gift Coupons,Feb-2012,1.0,999.0,209.79,21.0,789.0,549.5,449.6,45.005005005005,239.8,30.39290240811153,7.0,12.0,999.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Contact Center,Cash on Delivery,Mar-2012,1.0,999.0,229.77,23.0,769.0,699.3,299.7,30.0,69.9,9.089726918075423,10.0,13.0,999.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Contact Center,Credit Card EMI,Sep-2012,1.0,1499.0,119.92,8.0,1379.0,1319.1,179.9,12.00133422281521,60.0,4.350978970268311,4.0,7.0,1499.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Contact Center,Debit Card,Jul-2012,1.0,769.0,161.49,21.0,608.0,692.1,76.9,10.0,-84.6,-13.914473684210527,4.0,12.0,769.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Website,Cash on Delivery,Feb-2012,1.0,999.0,319.68,32.0,679.0,919.1,79.9,7.997997997997998,-239.8,-35.316642120765835,1.0,4.0,999.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Website,Debit Card,Dec-2012,1.0,899.0,287.68,32.0,611.0,764.2,134.9,15.005561735261402,-152.8,-25.00818330605565,7.0,11.0,899.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Website,Gift Coupons,Oct-2012,1.0,769.0,92.28,12.0,677.0,653.7,115.4,15.006501950585177,23.1,3.412112259970458,1.0,11.0,769.0
South,Clothing,Tamil Nadu,Adidas,Chennai,Website,Net Banking,Jul-2012,1.0,2998.0,629.58,21.0,2368.0,2638.2,359.8,12.00133422281521,-269.8,-11.393581081081082,1.0,4.0,2998.0
South,Clothing,Tamil Nadu,Adidas,Coimbatore,Contact Center,Net Banking,Aug-2012,1.0,1299.0,116.91,9.0,1182.0,909.3,389.7,30.0,272.8,23.079526226734348,4.0,7.0,1299.0
South,Clothing,Tamil Nadu,Adidas,Madurai,Contact Center,Cash on Delivery,Oct-2012,1.0,1119.0,111.9,10.0,1007.0,727.4,391.7,35.004468275245756,279.8,27.78550148957299,7.0,10.0,1119.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Catalogue,Cash on Delivery,Aug-2012,1.0,1765.0,405.95,23.0,1359.0,1235.5,529.5,30.0,123.6,9.094922737306844,7.0,17.0,1765.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Catalogue,Gift Coupons,Jan-2012,1.0,945.0,198.45,21.0,747.0,661.5,283.5,30.0,85.1,11.392235609103079,1.0,3.0,945.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Catalogue,Gift Coupons,Jun-2012,1.0,1459.0,131.31,9.0,1328.0,1094.3,364.8,25.003427004797807,233.4,17.575301204819276,7.0,11.0,1459.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Catalogue,Net Banking,Nov-2012,1.0,2350.0,540.5,23.0,1810.0,1762.5,587.5,25.0,47.0,2.5966850828729284,4.0,5.0,2350.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Contact Center,Credit Card,Sep-2012,1.0,725.0,166.75,23.0,558.0,681.5,43.5,6.0,-123.3,-22.096774193548384,5.0,13.0,725.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Contact Center,Debit Card,Feb-2012,1.0,1899.0,455.76,24.0,1443.0,1139.4,759.6,40.0,303.8,21.053361053361055,4.0,8.0,1899.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Contact Center,Debit Card,Nov-2012,1.0,1699.0,203.88,12.0,1495.0,1189.3,509.7,30.0,305.8,20.45484949832776,7.0,17.0,1699.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Contact Center,Gift Coupons,Dec-2012,1.0,1778.0,142.24,8.0,1636.0,1244.6,533.4,30.0,391.2,23.9119804400978,4.0,4.0,1778.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Contact Center,Net Banking,May-2012,1.0,945.0,198.45,21.0,747.0,661.5,283.5,30.0,85.1,11.392235609103079,1.0,4.0,945.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Contact Center,Net Banking,Dec-2012,1.0,1105.0,254.15,23.0,851.0,718.3,386.8,35.00452488687783,132.6,15.581668625146886,4.0,7.0,1105.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Others,Gift Coupons,Dec-2012,1.0,1799.0,215.88,12.0,1583.0,1349.3,449.8,25.00277932184547,233.9,14.775742261528743,4.0,4.0,1799.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Cash on Delivery,Apr-2012,1.0,1799.0,431.76,24.0,1367.0,1511.2,287.8,15.997776542523626,-143.9,-10.526700804681784,1.0,4.0,1799.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Cash on Delivery,Jun-2012,1.0,725.0,87.0,12.0,638.0,543.8,181.3,25.00689655172414,94.3,14.780564263322885,9.0,11.0,725.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Credit Card,May-2012,1.0,3598.0,755.58,21.0,2842.0,2338.7,1259.3,35.0,503.7,17.723434201266713,1.0,4.0,3598.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Credit Card EMI,May-2012,1.0,1985.0,416.85,21.0,1568.0,1389.5,595.5,30.0,178.7,11.396683673469388,9.0,10.0,1985.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Credit Card EMI,Jul-2012,1.0,1345.0,282.45,21.0,1063.0,807.0,538.0,40.0,255.6,24.045155221072438,7.0,16.0,1345.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Debit Card,Oct-2012,1.0,1799.0,215.88,12.0,1583.0,1511.2,287.8,15.997776542523626,72.0,4.548325963360708,4.0,14.0,1799.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Gift Coupons,Jul-2012,1.0,1799.0,125.93,7.000000000000001,1673.0,989.5,809.6,45.00277932184547,683.6,40.86072922893006,7.0,10.0,1799.0
South,Clothing,Tamil Nadu,Allen Solly,Chennai,Website,Gift Coupons,Oct-2012,1.0,789.0,165.69,21.0,623.0,434.0,355.1,45.00633713561471,189.4,30.40128410914928,9.0,9.0,789.0
South,Clothing,Tamil Nadu,Allen Solly,Coimbatore,Catalogue,Cash on Delivery,Mar-2012,1.0,725.0,174.0,24.0,551.0,471.3,253.8,35.00689655172414,79.8,14.482758620689653,3.0,13.0,725.0
South,Clothing,Tamil Nadu,Allen Solly,Madurai,Catalogue,Credit Card EMI,Aug-2012,1.0,2900.0,609.0,21.0,2291.0,2610.0,290.0,10.0,-319.0,-13.924050632911392,2.0,7.0,2900.0
South,Clothing,Tamil Nadu,Allen Solly,Madurai,Contact Center,Cash on Delivery,Nov-2012,1.0,945.0,217.35,23.0,728.0,661.5,283.5,30.0,66.2,9.093406593406595,9.0,13.0,945.0
South,Clothing,Tamil Nadu,Allen Solly,Madurai,Website,Net Banking,Mar-2012,1.0,945.0,198.45,21.0,747.0,661.5,283.5,30.0,85.1,11.392235609103079,7.0,7.0,945.0
South,Clothing,Tamil Nadu,American Swan,Chennai,Website,Credit Card,May-2012,1.0,489.0,58.68,12.0,430.0,342.3,146.7,30.0,88.0,20.46511627906977,4.0,5.0,489.0
South,Clothing,Tamil Nadu,American Swan,Coimbatore,Website,Net Banking,Jan-2012,1.0,349.0,87.25,25.0,262.0,261.8,87.3,25.014326647564467,0.0,0.0,9.0,9.0,349.0
South,Clothing,Tamil Nadu,American Swan,Madurai,Website,Credit Card,Dec-2012,1.0,349.0,80.27,23.0,269.0,261.8,87.3,25.014326647564467,7.0,2.6022304832713754,10.0,15.0,349.0
South,Clothing,Tamil Nadu,Anahi,Chennai,Catalogue,Net Banking,Sep-2012,1.0,699.0,83.88,12.0,615.0,615.1,83.9,12.002861230329042,0.0,0.0,7.0,9.0,699.0
South,Clothing,Tamil Nadu,Anahi,Chennai,Contact Center,Cash on Delivery,Dec-2012,1.0,1025.0,123.0,12.0,902.0,717.5,307.5,30.0,184.5,20.454545454545457,10.0,13.0,1025.0
South,Clothing,Tamil Nadu,Anahi,Chennai,Contact Center,Debit Card,Oct-2012,1.0,639.0,89.46,14.000000000000002,550.0,562.3,76.7,12.003129890453835,-12.8,-2.3272727272727276,4.0,13.0,639.0
South,Clothing,Tamil Nadu,Anahi,Coimbatore,Contact Center,Gift Coupons,Apr-2012,1.0,1359.0,326.16,24.0,1033.0,1195.9,163.1,12.001471670345843,-163.1,-15.788964181994192,9.0,17.0,1359.0
South,Clothing,Tamil Nadu,Anahi,Coimbatore,Website,Debit Card,Feb-2012,1.0,699.0,83.88,12.0,615.0,489.3,209.7,30.0,125.8,20.45528455284553,5.0,13.0,699.0
South,Clothing,Tamil Nadu,Anahi,Coimbatore,Website,Net Banking,Sep-2012,1.0,1100.0,132.0,12.0,968.0,968.0,132.0,12.0,0.0,0.0,4.0,4.0,1100.0
South,Clothing,Tamil Nadu,Anahi,Madurai,Contact Center,Credit Card,Feb-2012,1.0,699.0,146.79,21.0,552.0,524.3,174.8,25.007153075822607,28.0,5.072463768115942,9.0,12.0,699.0
